# Simulation 4 (Up to date)
# 2266 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (48 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
4.1831,1058.5,274.85,-42.419,275.55,42.477,-56.062,-41.586,69.802,-143.43,19.634,2.2205,55.7,-4.8109,9.8116,0.091825,5.0235e-6,-1.0669,0.033039,1219.7,288.5,0.086638,3.944e-4,73.852,58.112,3.4218,0.82295,1.665e7,0,39.856,0.58417,0.58419,0.29834,0.086738,0.19909,0.013402,0.046227,-2.0308e-4,0,0,0,0,-2.3615e-6,0.024077,4.6,16.619,84.972,-151.87,4.8995,6.4955,865.94,335.24,0.01,0.25718
4.1931,1061.2,274.43,-42.27,275.13,42.33,-56.221,-41.7,69.998,-143.44,19.612,2.2478,55.7,-4.8109,9.8116,0.086849,4.0262e-6,-0.1387,0.044471,1219.7,288.5,0.086638,3.944e-4,73.839,58.112,3.4188,0.82172,16620679,0,39.678,0.58351,0.58352,0.2984,0.086263,0.19884,0.012661,0.042869,7.8247e-5,0,0,0,0,-4.0035e-8,0.02404,4.6,16.619,84.967,-151.89,4.9377,6.4776,865.65,335.22,0.01,0.25763
4.2031,1063.9,274.01,-42.118,274.71,42.182,-56.381,-41.814,70.194,-143.44,19.589,2.3182,55.7,-4.8109,9.8116,0.074479,3.4888e-6,0.69002,0.034988,1219.7,288.5,0.086638,3.944e-4,73.834,58.112,3.4179,0.82049,16591644,0,39.502,0.58285,0.58286,0.29847,0.085794,0.19859,0.01084,0.036745,4.4837e-4,0,0,0,0,9.9381e-7,0.024004,4.6,16.619,84.97,-151.87,4.9697,6.4598,865.36,335.21,0.01,0.25801
4.2131,1066.7,273.59,-41.964,274.29,42.034,-56.54,-41.928,70.39,-143.44,19.565,2.4156,55.7,-4.8109,9.8116,0.057479,3.3562e-6,1.3677,0.035155,1219.7,288.5,0.086638,3.944e-4,73.836,58.112,3.4182,0.81927,16562651,0,39.327,0.58221,0.58221,0.29853,0.08533,0.19834,0.0083496,0.028223,2.832e-4,0,0,0,0,3.9166e-6,0.023968,4.6,16.619,84.978,-151.81,4.9882,6.442,865.07,335.2,0.01,0.25839
4.2231,1069.4,273.17,-41.809,273.87,41.886,-56.699,-42.041,70.585,-143.44,19.54,2.5469,55.7,-4.8109,9.8116,0.035117,2.1041e-6,1.8508,-0.0037757,1219.7,288.5,0.086638,3.944e-4,73.845,58.112,3.4201,0.81805,16533761,0,39.153,0.58156,0.58156,0.2986,0.084872,0.19809,0.0050898,0.017795,-7.2375e-5,0,0,0,0,7.1937e-6,0.023931,4.6,16.619,84.992,-151.71,5.0068,6.4242,864.78,335.19,0.01,0.25878
4.2331,1072.1,272.75,-41.653,273.45,41.741,-56.858,-42.155,70.781,-143.45,19.514,2.7,55.7,-4.8109,9.8116,0.0095494,4.7478e-6,2.0665,-0.22457,1219.7,288.5,0.086638,3.944e-4,73.858,58.112,3.423,0.81683,16504973,0,38.981,0.58093,0.58093,0.29866,0.08442,0.19785,0.0013808,0.0050353,-1.466e-4,0,0,0,0,8.9955e-6,0.023895,4.6,16.619,85.009,-151.59,5.0253,6.4065,864.49,335.18,0.01,0.25916
4.2431,1074.9,272.34,-41.499,273.03,41.597,-57.017,-42.268,70.976,-143.45,19.487,2.8572,55.7,-4.8109,9.8116,0.01678,2.5365e-6,-2.013,-0.2717,1219.7,288.5,0.086638,3.944e-4,73.829,58.112,3.4168,0.81562,16476285,0,38.81,0.5803,0.5803,0.29872,0.083973,0.1976,0.0024251,0.0085405,1.9016e-5,0,0,0,0,-8.5618e-6,0.023859,4.6,16.619,85.027,-151.46,5.0439,6.3888,864.2,335.17,0.01,0.25954
4.2531,1077.6,271.92,-41.347,272.62,41.456,-57.175,-42.381,71.17,-143.45,19.458,3.0101,55.7,-4.8109,9.8116,0.041869,5.5173e-6,-1.7327,-0.18071,1219.7,288.5,0.086638,3.944e-4,73.778,58.112,3.4057,0.81441,16447719,0,38.641,0.57967,0.57968,0.29879,0.083533,0.19736,0.006055,0.020413,-2.3645e-4,0,0,0,0,-6.3621e-6,0.023824,4.6,16.619,85.043,-151.34,5.067,6.3711,863.91,335.16,0.01,0.25993
4.2631,1080.3,271.51,-41.198,272.2,41.318,-57.334,-42.494,71.365,-143.46,19.427,3.1487,55.7,-4.8109,9.8116,0.064485,3.4626e-6,-1.2142,-0.14331,1219.7,288.5,0.086638,3.944e-4,73.731,58.112,3.3954,0.81321,16419298,0,38.473,0.57906,0.57907,0.29885,0.083099,0.19711,0.0093301,0.031769,-1.8343e-4,0,0,0,0,-3.1339e-6,0.023788,4.6,16.619,85.055,-151.24,5.1002,6.3534,863.62,335.15,0.01,0.26033
4.2731,1083,271.1,-41.053,271.79,41.181,-57.491,-42.607,71.559,-143.46,19.396,3.2445,55.7,-4.8109,9.8116,0.080558,4.126e-6,-0.49268,-0.14443,1219.7,288.5,0.086638,3.944e-4,73.692,58.112,3.3869,0.81201,16390974,0,38.307,0.57845,0.57846,0.29891,0.08267,0.19687,0.011657,0.039792,2.5611e-4,0,0,0,0,-5.1751e-7,0.023752,4.6,16.619,85.062,-151.18,5.1334,6.3358,863.33,335.14,0.01,0.26072
4.2831,1085.7,270.69,-40.914,271.38,41.046,-57.649,-42.72,71.752,-143.46,19.364,3.2864,55.7,-4.8109,9.8116,0.088579,3.9334e-6,0.34271,-0.13941,1219.7,288.5,0.086638,3.944e-4,73.663,58.112,3.3806,0.81082,16362748,0,38.142,0.57785,0.57786,0.29897,0.082246,0.19663,0.012813,0.042959,4.9666e-4,0,0,0,0,2.5117e-7,0.023717,4.6,16.619,85.062,-151.16,5.1665,6.3182,863.04,335.13,0.01,0.2611
4.2931,1088.4,270.28,-40.781,270.97,40.912,-57.806,-42.833,71.946,-143.46,19.332,3.2709,55.7,-4.8109,9.8116,0.087972,3.8907e-6,1.2192,-0.14729,1219.7,288.5,0.086638,3.944e-4,73.645,58.112,3.3767,0.80963,16334619,0,37.979,0.57725,0.57727,0.29903,0.081828,0.19639,0.012714,0.042831,-3.6063e-4,0,0,0,0,3.1883e-6,0.023681,4.6,16.619,85.054,-151.19,5.1997,6.3006,862.75,335.12,0.01,0.26152
4.3031,1091.1,269.87,-40.655,270.56,40.778,-57.963,-42.945,72.139,-143.47,19.3,3.1602,55.7,-4.8109,9.8115,0.073368,5.1446e-6,2.0433,-0.16609,1219.7,288.5,0.086638,3.944e-4,73.645,58.112,3.3767,0.80844,16306463,0,37.815,0.57666,0.57667,0.2991,0.081413,0.19615,0.010585,0.035775,-2.3364e-4,0,0,0,0,8.9824e-6,0.023646,4.6,16.619,85.039,-151.27,5.2065,6.283,862.47,335.11,0.01,0.26195
4.3131,1093.8,269.47,-40.54,270.15,40.645,-58.12,-43.058,72.332,-143.47,19.271,2.9252,55.7,-4.8109,9.8115,0.040151,4.2821e-6,2.5904,-0.21502,1219.7,288.5,0.086638,3.944e-4,73.668,58.112,3.3818,0.80724,16278138,0,37.651,0.57606,0.57607,0.29916,0.080998,0.19591,0.0057765,0.019625,1.1201e-5,0,0,0,0,1.448e-5,0.023611,4.6,16.619,85.018,-151.39,5.1557,6.2655,862.18,335.1,0.01,0.26237
4.3231,1096.5,269.06,-40.427,269.75,40.516,-58.276,-43.17,72.524,-143.47,19.243,2.6763,55.7,-4.8109,9.8115,0.0039153,1.448e-6,2.4101,-1.4427,1219.7,288.5,0.086638,3.944e-4,73.696,58.112,3.3877,0.80604,1.625e7,0,37.488,0.57548,0.57548,0.29922,0.080588,0.19567,5.616e-4,0.0023226,4.8766e-4,0,0,0,0,1.2573e-5,0.023576,4.6,16.619,84.994,-151.54,5.105,6.248,861.89,335.09,0.01,0.26282
4.3331,1099.2,268.66,-40.316,269.34,40.39,-58.433,-43.282,72.717,-143.47,19.218,2.4378,55.7,-4.8109,9.8115,0.033089,4.9561e-6,-2.6522,-0.086438,1219.7,288.5,0.086638,3.944e-4,73.64,58.112,3.3757,0.80485,16221775,0,37.327,0.57489,0.5749,0.29928,0.080183,0.19543,0.0047506,0.016206,4.0862e-4,0,0,0,0,-1.5271e-5,0.023541,4.6,16.619,84.969,-151.68,5.0542,6.2305,861.61,335.07,0.01,0.26322
4.3431,1101.9,268.26,-40.204,268.94,40.266,-58.589,-43.394,72.909,-143.47,19.194,2.2306,55.7,-4.8109,9.8115,0.065854,6.238e-6,-2.1864,-0.011266,1219.7,288.5,0.086638,3.944e-4,73.581,58.112,3.3627,0.80366,16193736,0,37.168,0.57432,0.57432,0.29934,0.079782,0.19519,0.0094654,0.032134,-2.2611e-5,0,0,0,0,-1.0409e-5,0.023506,4.6,16.619,84.947,-151.81,5.0035,6.2131,861.32,335.06,0.01,0.26361
4.3531,1104.6,267.85,-40.086,268.54,40.141,-58.744,-43.506,73.101,-143.48,19.173,2.1098,55.7,-4.8109,9.8115,0.08558,4.2875e-6,-1.4328,0.015756,1219.7,288.5,0.086638,3.944e-4,73.538,58.112,3.3534,0.80248,16165931,0,37.01,0.57375,0.57376,0.2994,0.079389,0.19496,0.012305,0.04129,-1.1683e-4,0,0,0,0,-4.4837e-6,0.023472,4.6,16.619,84.931,-151.9,4.9833,6.1957,861.04,335.05,0.01,0.264
4.3631,1107.3,267.45,-39.957,268.14,40.014,-58.9,-43.618,73.292,-143.48,19.152,2.1222,55.7,-4.8109,9.8115,0.08329,3.7589e-6,-0.63821,0.033771,1219.7,288.5,0.086638,3.944e-4,73.523,58.112,3.3502,0.80132,16138525,0,36.855,0.57319,0.57321,0.29946,0.079006,0.19472,0.011965,0.039937,4.8299e-4,0,0,0,0,-8.9225e-7,0.023437,4.6,16.619,84.922,-151.96,5.0298,6.1783,860.75,335.04,0.01,0.26438
4.3731,1109.9,267.05,-39.825,267.74,39.885,-59.055,-43.73,73.484,-143.48,19.13,2.1793,55.7,-4.8109,9.8115,0.073113,4.4078e-6,0.11084,0.029984,1219.7,288.5,0.086638,3.944e-4,73.518,58.112,3.3492,0.80017,16111210,0,36.702,0.57264,0.57265,0.29952,0.078626,0.19449,0.010488,0.034981,1.9901e-6,0,0,0,0,2.6994e-8,0.023403,4.6,16.619,84.92,-151.97,5.0763,6.1609,860.47,335.03,0.01,0.26481
4.3831,1112.6,266.66,-39.69,267.34,39.756,-59.211,-43.841,73.675,-143.48,19.108,2.2743,55.7,-4.8109,9.8115,0.056323,3.6222e-6,0.72107,0.012927,1219.7,288.5,0.086638,3.944e-4,73.522,58.112,3.35,0.79901,16083987,0,36.549,0.5721,0.5721,0.29958,0.078251,0.19426,0.0080651,0.027174,3.3402e-4,0,0,0,0,1.1457e-6,0.023369,4.6,16.619,84.923,-151.94,5.1228,6.1436,860.18,335.02,0.01,0.2652
4.3931,1115.3,266.26,-39.554,266.94,39.627,-59.366,-43.953,73.866,-143.48,19.085,2.3991,55.7,-4.8109,9.8115,0.034611,3.958e-6,1.1343,-0.012967,1219.7,288.5,0.086638,3.944e-4,73.532,58.112,3.3522,0.79786,16056854,0,36.397,0.57156,0.57156,0.29964,0.07788,0.19404,0.0049458,0.016889,2.7479e-4,0,0,0,0,2.8435e-6,0.023335,4.6,16.619,84.932,-151.89,5.1693,6.1262,859.9,335.01,0.01,0.26559
4.4031,1117.9,265.87,-39.419,266.55,39.499,-59.521,-44.064,74.056,-143.49,19.06,2.5185,55.7,-4.8109,9.8115,0.013735,4.6464e-6,1.3506,-0.1399,1219.7,288.5,0.086638,3.944e-4,73.542,58.112,3.3542,0.79672,1.603e7,0,36.246,0.57102,0.57102,0.2997,0.077513,0.19381,0.0019586,0.0068742,2.6943e-4,0,0,0,0,4.0429e-6,0.0233,4.6,16.619,84.942,-151.81,5.1991,6.1089,859.62,335,0.01,0.26597
4.4131,1120.6,265.47,-39.288,266.15,39.374,-59.675,-44.175,74.247,-143.49,19.035,2.5946,55.7,-4.811,9.8115,0.0023114,3.2371e-6,-0.44421,-1.3576,1219.7,288.5,0.086638,3.944e-4,73.539,58.112,3.3536,0.79556,16002532,0,36.095,0.57048,0.57048,0.29976,0.077146,0.19358,3.2913e-4,0.0013999,6.5166e-6,0,0,0,0,-4.3867e-7,0.023266,4.6,16.619,84.954,-151.73,5.1924,6.0917,859.33,334.99,0.01,0.26641
4.4231,1123.2,265.08,-39.158,265.76,39.249,-59.83,-44.286,74.437,-143.49,19.009,2.6688,55.7,-4.811,9.8114,0.015148,3.2864e-6,-1.3209,-0.28491,1219.7,288.5,0.086638,3.944e-4,73.505,58.112,3.3463,0.79441,15975419,0,35.946,0.56995,0.56995,0.29982,0.076784,0.19335,0.002157,0.0075337,4.4069e-4,0,0,0,0,-3.89e-6,0.023233,4.6,16.619,84.966,-151.64,5.1858,6.0744,859.05,334.98,0.01,0.26683
4.4331,1125.9,264.69,-39.031,265.37,39.126,-59.984,-44.397,74.627,-143.49,18.982,2.7327,55.7,-4.811,9.8114,0.027578,4.2502e-6,-1.1355,-0.19773,1219.7,288.5,0.086638,3.944e-4,73.473,58.112,3.3392,0.79327,15948395,0,35.797,0.56943,0.56943,0.29987,0.076425,0.19313,0.003927,0.012684,7.5798e-5,0,0,0,0,-2.8836e-6,0.023199,4.6,16.619,84.977,-151.56,5.1791,6.0572,858.77,334.97,0.01,0.26738
4.4431,1128.5,264.3,-38.905,264.98,39.004,-60.138,-44.508,74.817,-143.49,18.955,2.7799,55.7,-4.811,9.8114,0.037388,5.1052e-6,-0.84157,-0.17686,1219.7,288.5,0.086638,3.944e-4,73.443,58.112,3.3328,0.79212,15921457,0,35.65,0.5689,0.56891,0.29993,0.076071,0.1929,0.005323,0.017834,-4.0938e-4,0,0,0,0,-1.5885e-6,0.023165,4.6,16.619,84.985,-151.5,5.1725,6.04,858.49,334.96,0.01,0.26795
4.4531,1131.2,263.91,-38.783,264.59,38.884,-60.292,-44.619,75.006,-143.5,18.927,2.8052,55.7,-4.811,9.8114,0.043698,4.3826e-6,-0.47789,-0.16319,1219.7,288.5,0.086638,3.944e-4,73.418,58.112,3.3274,0.79098,15894606,0,35.503,0.56839,0.56839,0.29999,0.07572,0.19268,0.0062191,0.020472,1.3924e-4,0,0,0,0,-5.1373e-7,0.023131,4.6,16.619,84.99,-151.44,5.1658,6.0229,858.21,334.95,0.01,0.26835
4.4631,1133.8,263.52,-38.663,264.2,38.765,-60.445,-44.729,75.195,-143.5,18.899,2.8063,55.7,-4.811,9.8114,0.046049,3.643e-6,-0.075616,-0.14462,1219.7,288.5,0.086638,3.944e-4,73.399,58.112,3.3231,0.78985,15867841,0,35.358,0.56787,0.56788,0.30005,0.075373,0.19245,0.0065496,0.021912,-9.1947e-5,0,0,0,0,-1.29e-8,0.023098,4.6,16.619,84.992,-151.41,5.159,6.0057,857.93,334.94,0.01,0.26873
4.4731,1136.4,263.14,-38.546,263.81,38.646,-60.598,-44.84,75.384,-143.5,18.872,2.7824,55.7,-4.811,9.8114,0.044286,3.7717e-6,0.32614,-0.16052,1219.7,288.5,0.086638,3.944e-4,73.384,58.112,3.32,0.78872,15841161,0,35.214,0.56737,0.56737,0.3001,0.07503,0.19223,0.0062937,0.021262,-2.3855e-4,0,0,0,0,2.4067e-7,0.023065,4.6,16.619,84.99,-151.41,5.1522,5.9886,857.65,334.93,0.01,0.26911
4.4831,1139.1,262.75,-38.432,263.43,38.529,-60.751,-44.95,75.573,-143.5,18.845,2.7357,55.7,-4.811,9.8114,0.03869,4.1976e-6,0.71071,-0.16077,1219.7,288.5,0.086638,3.944e-4,73.375,58.112,3.3179,0.78759,15814567,0,35.07,0.56686,0.56686,0.30016,0.074691,0.19201,0.0054924,0.018562,5.8248e-5,0,0,0,0,1.1463e-6,0.023031,4.6,16.619,84.985,-151.42,5.1454,5.9715,857.37,334.92,0.01,0.26949
4.4931,1141.7,262.37,-38.32,263.04,38.413,-60.904,-45.06,75.761,-143.5,18.818,2.6697,55.7,-4.811,9.8114,0.029744,5.3926e-6,1.0119,-0.17038,1219.7,288.5,0.086638,3.944e-4,73.37,58.112,3.3168,0.78646,15788057,0,34.928,0.56636,0.56636,0.30022,0.074355,0.19179,0.0042171,0.013869,-2.9166e-5,0,0,0,0,2.3303e-6,0.022998,4.6,16.619,84.976,-151.46,5.1386,5.9544,857.09,334.91,0.01,0.26988
4.5031,1144.3,261.99,-38.212,262.66,38.299,-61.056,-45.17,75.949,-143.51,18.792,2.5726,55.7,-4.811,9.8114,0.015505,2.4158e-6,1.1971,-0.25707,1219.7,288.5,0.086638,3.944e-4,73.371,58.112,3.3172,0.78533,15761570,0,34.786,0.56586,0.56587,0.30027,0.074021,0.19157,0.0021949,0.0076272,-1.1089e-4,0,0,0,0,3.2709e-6,0.022965,4.6,16.619,84.966,-151.51,5.1187,5.9374,856.81,334.9,0.01,0.2704
4.5131,1146.9,261.6,-38.108,262.28,38.185,-61.209,-45.28,76.137,-143.51,18.767,2.4337,55.7,-4.811,9.8114,0.0062608,3.296e-6,-1.2304,-0.2818,1219.7,288.5,0.086638,3.944e-4,73.367,58.112,3.3162,0.78421,15735034,0,34.644,0.56537,0.56537,0.30033,0.073689,0.19135,8.8509e-4,0.0031196,-2.5878e-4,0,0,0,0,-3.466e-6,0.022932,4.6,16.619,84.954,-151.56,5.0702,5.9204,856.53,334.89,0.01,0.27104
4.5231,1149.5,261.22,-38.004,261.9,38.073,-61.361,-45.39,76.324,-143.51,18.744,2.3026,55.7,-4.811,9.8114,0.026701,4.3476e-6,-1.1177,-0.003466,1219.7,288.5,0.086638,3.944e-4,73.325,58.112,3.307,0.78308,15708582,0,34.504,0.56488,0.56488,0.30039,0.073361,0.19113,0.0037767,0.012744,3.1316e-4,0,0,0,0,-2.8682e-6,0.022899,4.6,16.619,84.943,-151.62,5.0217,5.9034,856.25,334.88,0.01,0.27149
4.5331,1152.2,260.84,-37.899,261.52,37.962,-61.512,-45.5,76.512,-143.51,18.721,2.1899,55.7,-4.811,9.8114,0.044689,3.7011e-6,-0.81112,0.04128,1219.7,288.5,0.086638,3.944e-4,73.286,58.112,3.2986,0.78196,15682214,0,34.364,0.56439,0.56439,0.30044,0.073036,0.19091,0.0063234,0.020872,-1.0078e-4,0,0,0,0,-1.5151e-6,0.022867,4.6,16.619,84.934,-151.66,4.9732,5.8864,855.97,334.87,0.01,0.27192
4.5431,1154.8,260.47,-37.793,261.14,37.852,-61.664,-45.609,76.699,-143.51,18.7,2.1018,55.7,-4.811,9.8113,0.058739,4.6182e-6,-0.36213,0.045795,1219.7,288.5,0.086638,3.944e-4,73.252,58.112,3.2913,0.78084,15655927,0,34.226,0.56391,0.56391,0.3005,0.072715,0.19069,0.0083127,0.027111,-1.3467e-4,0,0,0,0,-3.0287e-7,0.022834,4.6,16.619,84.929,-151.69,4.9247,5.8695,855.7,334.86,0.01,0.27236
4.5531,1157.4,260.09,-37.683,260.76,37.74,-61.816,-45.719,76.886,-143.51,18.679,2.0772,55.7,-4.811,9.8113,0.061878,4.2219e-6,0.18337,0.059443,1219.7,288.5,0.086638,3.944e-4,73.232,58.112,3.2869,0.77973,1.563e7,0,34.089,0.56343,0.56344,0.30056,0.072398,0.19048,0.0087524,0.028295,-4.2609e-5,0,0,0,0,7.788e-8,0.022801,4.6,16.619,84.928,-151.69,4.9025,5.8526,855.42,334.85,0.01,0.27278
4.5631,1160,259.71,-37.565,260.38,37.627,-61.967,-45.828,77.072,-143.51,18.658,2.1518,55.7,-4.811,9.8113,0.047664,4.3897e-6,0.63941,0.051519,1219.7,288.5,0.086638,3.944e-4,73.235,58.112,3.2875,0.77864,15604103,0,33.954,0.56296,0.56297,0.30061,0.072088,0.19027,0.0067314,0.021688,4.365e-4,0,0,0,0,9.4973e-7,0.022769,4.6,16.619,84.931,-151.66,4.9374,5.8357,855.14,334.84,0.01,0.27327
4.5731,1162.6,259.34,-37.446,260.01,37.513,-62.118,-45.937,77.259,-143.52,18.636,2.2484,55.7,-4.811,9.8113,0.029515,4.3807e-6,0.97787,0.05042,1219.7,288.5,0.086638,3.944e-4,73.242,58.112,3.2891,0.77755,15578443,0,33.82,0.5625,0.5625,0.30066,0.071781,0.19005,0.0041609,0.013834,3.732e-4,0,0,0,0,2.2276e-6,0.022737,4.6,16.619,84.938,-151.61,4.9724,5.8188,854.87,334.83,0.01,0.2737
4.5831,1165.1,258.96,-37.326,259.63,37.401,-62.269,-46.047,77.445,-143.52,18.613,2.3582,55.7,-4.811,9.8113,0.0091003,4.2622e-6,1.1411,0.0048824,1219.7,288.5,0.086638,3.944e-4,73.253,58.112,3.2914,0.77646,15552862,0,33.687,0.56204,0.56204,0.30072,0.071478,0.18984,0.0012804,0.0046238,-3.1719e-4,0,0,0,0,3.0421e-6,0.022704,4.6,16.619,84.948,-151.55,5.0073,5.802,854.59,334.81,0.01,0.27409
4.5931,1167.7,258.59,-37.208,259.26,37.29,-62.42,-46.156,77.631,-143.52,18.589,2.471,55.7,-4.811,9.8113,0.011835,3.463e-6,-1.1216,-0.12318,1219.7,288.5,0.086638,3.944e-4,73.234,58.112,3.2873,0.77538,15527361,0,33.555,0.56158,0.56158,0.30077,0.071177,0.18964,0.0016643,0.0058448,-2.6628e-4,0,0,0,0,-2.9471e-6,0.022672,4.6,16.619,84.958,-151.48,5.0422,5.7851,854.32,334.8,0.01,0.27447
4.6031,1170.3,258.22,-37.089,258.89,37.18,-62.57,-46.265,77.817,-143.52,18.564,2.6038,55.7,-4.811,9.8113,0.03575,5.3159e-6,-0.94088,-0.10027,1219.7,288.5,0.086638,3.944e-4,73.188,58.112,3.2774,0.7743,15502029,0,33.424,0.56113,0.56114,0.30083,0.070881,0.18943,0.0050315,0.016731,-3.8916e-4,0,0,0,0,-2.08e-6,0.02264,4.6,16.619,84.966,-151.42,5.0968,5.7683,854.04,334.79,0.01,0.27486
4.6131,1172.9,257.85,-36.968,258.51,37.073,-62.72,-46.373,78.002,-143.52,18.538,2.7764,55.7,-4.811,9.8113,0.065684,4.0606e-6,-0.51463,-0.082267,1219.7,288.5,0.086638,3.944e-4,73.136,58.112,3.266,0.77324,15476974,0,33.296,0.56069,0.5607,0.30088,0.07059,0.18922,0.0092554,0.030136,3.6614e-4,0,0,0,0,-6.2402e-7,0.022608,4.6,16.619,84.973,-151.37,5.1944,5.7516,853.77,334.78,0.01,0.27528
4.6231,1175.5,257.48,-36.852,258.14,36.967,-62.87,-46.482,78.187,-143.52,18.51,2.9172,55.7,-4.811,9.8113,0.089936,4.0766e-6,0.13121,-0.086244,1219.7,288.5,0.086638,3.944e-4,73.09,58.112,3.2561,0.77218,15451998,0,33.168,0.56025,0.56027,0.30093,0.070302,0.18902,0.012683,0.041263,-1.616e-4,0,0,0,0,4.0681e-8,0.022576,4.6,16.619,84.974,-151.35,5.2919,5.7348,853.49,334.77,0.01,0.27566
4.6331,1178.1,257.11,-36.739,257.78,36.863,-63.02,-46.591,78.372,-143.52,18.481,3.0135,55.7,-4.811,9.8113,0.10658,4.4511e-6,0.95495,-0.077491,1219.7,288.5,0.086638,3.944e-4,73.055,58.112,3.2484,0.77112,15427099,0,33.042,0.55982,0.55984,0.30098,0.070016,0.18882,0.015036,0.048625,-1.2595e-4,0,0,0,0,2.1607e-6,0.022544,4.6,16.619,84.969,-151.37,5.3894,5.7181,853.22,334.76,0.01,0.27605
4.6431,1180.6,256.75,-36.632,257.41,36.759,-63.17,-46.699,78.557,-143.53,18.452,3.0572,55.7,-4.811,9.8113,0.11434,2.1708e-6,1.8577,-0.087339,1219.7,288.5,0.086638,3.944e-4,73.03,58.112,3.2431,0.77007,15402278,0,32.916,0.55938,0.55941,0.30103,0.069734,0.18862,0.016128,0.052771,3.1309e-5,0,0,0,0,8.2003e-6,0.022513,4.6,16.619,84.956,-151.44,5.4869,5.7014,852.95,334.75,0.01,0.27644
4.6531,1183.2,256.38,-36.532,257.04,36.655,-63.319,-46.807,78.741,-143.53,18.422,3.0024,55.7,-4.811,9.8113,0.10593,1.0912e-6,2.7958,-0.088572,1219.7,288.5,0.086638,3.944e-4,73.026,58.112,3.2422,0.76901,15377384,0,32.789,0.55895,0.55897,0.30109,0.069452,0.18841,0.014924,0.048156,9.9521e-5,0,0,0,0,1.8625e-5,0.022481,4.6,16.619,84.935,-151.55,5.5531,5.6847,852.67,334.74,0.01,0.27683
4.6631,1185.7,256.01,-36.443,256.67,36.551,-63.468,-46.916,78.925,-143.53,18.394,2.8077,55.7,-4.811,9.8113,0.074409,8.7796e-6,3.5238,-0.070805,1219.7,288.5,0.086638,3.944e-4,73.051,58.112,3.2476,0.76794,15352244,0,32.661,0.55852,0.55852,0.30114,0.069168,0.18821,0.010456,0.034134,1.5795e-5,0,0,0,0,2.9672e-5,0.022449,4.6,16.619,84.907,-151.71,5.5511,5.6681,852.4,334.73,0.01,0.27721
4.6731,1188.3,255.65,-36.358,256.31,36.45,-63.616,-47.024,79.109,-143.53,18.367,2.5859,55.7,-4.811,9.8112,0.037209,2.1721e-6,3.9731,-0.064571,1219.7,288.5,0.086638,3.944e-4,73.083,58.112,3.2546,0.76687,15327179,0,32.535,0.55808,0.55809,0.30119,0.068887,0.188,0.0052136,0.016768,1.094e-5,0,0,0,0,3.7827e-5,0.022418,4.6,16.619,84.873,-151.9,5.549,5.6514,852.13,334.72,0.01,0.27759
4.6831,1190.9,255.29,-36.275,255.95,36.351,-63.765,-47.132,79.293,-143.53,18.343,2.3577,55.7,-4.811,9.8112,0.0024065,5.5184e-6,-4.0689,0.5699,1219.7,288.5,0.086638,3.944e-4,73.113,58.112,3.261,0.76581,15302189,0,32.409,0.55765,0.55765,0.30124,0.068609,0.1878,3.3626e-4,0.0010222,6.6746e-5,0,0,0,0,-3.9786e-5,0.022387,4.6,16.619,84.836,-152.1,5.547,5.6348,851.86,334.71,0.01,0.27802
4.6931,1193.4,254.93,-36.192,255.58,36.255,-63.913,-47.24,79.476,-143.53,18.321,2.1408,55.7,-4.811,9.8112,0.041257,4.0722e-6,-3.9359,0.12141,1219.7,288.5,0.086638,3.944e-4,73.049,58.112,3.2471,0.76475,15277274,0,32.284,0.55723,0.55723,0.3013,0.068333,0.1876,0.0057749,0.018515,1.664e-5,0,0,0,0,-3.7334e-5,0.022355,4.6,16.619,84.8,-152.3,5.5449,5.6182,851.59,334.7,0.01,0.27844
