# Simulation 4 (Up to date)
# 2266 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (48 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.0231,1884.2,168.85,-19.516,169.37,19.533,-104.7,-78.587,130.91,-143.11,13.258,0.81373,55.699,-4.8117,9.8091,0.67295,7.3335e-6,-1.1262,0.17647,1219.7,288.5,0.086638,3.944e-4,69.832,58.112,2.5477,0.51184,9587910,0,11.692,0.48993,0.4906,0.31163,0.030869,0.14743,0.088571,0.22547,-4.3419e-4,0,0,0,0,-6.936e-6,0.014962,4.6,16.619,82.951,-156.32,6.8408,1.1283,782.04,331.98,0.01,0.42973
8.0331,1885.9,168.66,-19.483,169.18,19.497,-104.8,-78.671,131.04,-143.11,13.26,0.75902,55.699,-4.8117,9.8091,0.64822,6.7313e-6,0.48098,0.17941,1219.7,288.5,0.086638,3.944e-4,69.856,58.112,2.553,0.51129,9576019,0,11.661,0.48983,0.49045,0.31165,0.030822,0.14736,0.085166,0.21708,-7.1829e-5,0,0,0,0,1.2679e-6,0.014946,4.6,16.619,82.948,-156.32,6.898,1.1174,781.88,331.98,0.01,0.43013
8.0431,1887.5,168.46,-19.444,168.98,19.456,-104.9,-78.755,131.17,-143.1,13.261,0.67915,55.699,-4.8117,9.8091,0.60801,7.1833e-6,2.0067,0.18108,1219.7,288.5,0.086638,3.944e-4,69.898,58.112,2.5622,0.51073,9564151,0,11.629,0.48973,0.49028,0.31166,0.030775,0.14729,0.079661,0.20434,-4.9946e-4,0,0,0,0,2.2119e-5,0.01493,4.6,16.619,82.958,-156.27,6.9552,1.1064,781.72,331.97,0.01,0.43052
8.0531,1889.2,168.27,-19.402,168.79,19.412,-105,-78.838,131.31,-143.1,13.261,0.59257,55.699,-4.8117,9.8091,0.55745,6.9191e-6,3.415,0.1828,1219.7,288.5,0.086638,3.944e-4,69.953,58.112,2.574,0.51018,9552236,0,11.597,0.48963,0.49009,0.31168,0.030729,0.14722,0.072784,0.18767,-2.4854e-4,0,0,0,0,6.42e-5,0.014913,4.6,16.619,82.983,-156.16,7.0005,1.0955,781.56,331.96,0.01,0.43092
8.0631,1890.9,168.07,-19.359,168.59,19.366,-105.11,-78.922,131.44,-143.1,13.261,0.52023,55.699,-4.8117,9.8091,0.5024,4.8006e-6,4.7001,0.18273,1219.7,288.5,0.086638,3.944e-4,70.012,58.112,2.587,0.50961,9540196,0,11.564,0.48953,0.48991,0.3117,0.030681,0.14715,0.065349,0.16898,-2.4235e-5,0,0,0,0,1.2188e-4,0.014897,4.6,16.619,83.019,-156.01,7.0202,1.0845,781.4,331.96,0.01,0.43131
8.0731,1892.6,167.88,-19.314,168.4,19.319,-105.21,-79.006,131.57,-143.1,13.259,0.47314,55.699,-4.8117,9.8091,0.43577,4.8808e-6,5.8361,0.18382,1219.7,288.5,0.086638,3.944e-4,70.086,58.112,2.603,0.50905,9528176,0,11.532,0.48943,0.48972,0.31172,0.030634,0.14708,0.056424,0.14657,2.5712e-4,0,0,0,0,1.8835e-4,0.014881,4.6,16.619,83.066,-155.82,7.04,1.0736,781.23,331.95,0.01,0.4317
8.0831,1894.3,167.69,-19.266,168.21,19.272,-105.31,-79.089,131.7,-143.09,13.255,0.48463,55.699,-4.8117,9.8091,0.35921,7.3429e-6,6.7947,0.18946,1219.7,288.5,0.086638,3.944e-4,70.172,58.112,2.6218,0.50849,9516178,0,11.499,0.48933,0.48952,0.31174,0.030587,0.14701,0.046268,0.12102,1.3262e-4,0,0,0,0,2.5588e-4,0.014864,4.6,16.619,83.123,-155.59,7.0597,1.0627,781.07,331.94,0.01,0.43209
8.0931,1895.9,167.49,-19.217,168.02,19.225,-105.42,-79.173,131.84,-143.09,13.251,0.56869,55.699,-4.8117,9.8091,0.27465,7.114e-6,7.5591,0.19381,1219.7,288.5,0.086638,3.944e-4,70.269,58.112,2.6428,0.50793,9504200,0,11.468,0.48923,0.48935,0.31176,0.03054,0.14694,0.035171,0.092524,2.9128e-4,0,0,0,0,3.174e-4,0.014848,4.6,16.619,83.188,-155.33,7.0794,1.0518,780.91,331.94,0.01,0.43256
8.1031,1897.6,167.3,-19.169,167.83,19.182,-105.52,-79.256,131.97,-143.09,13.245,0.69485,55.699,-4.8117,9.8091,0.19176,1.0236e-5,8.1103,0.20819,1219.7,288.5,0.086638,3.944e-4,70.365,58.112,2.6636,0.50736,9492113,0,11.436,0.48913,0.48919,0.31177,0.030493,0.14686,0.024416,0.06432,-1.1129e-4,0,0,0,0,3.662e-4,0.014832,4.6,16.619,83.259,-155.03,7.0767,1.0409,780.75,331.93,0.01,0.43346
8.1131,1899.3,167.11,-19.126,167.63,19.143,-105.62,-79.34,132.1,-143.09,13.237,0.81761,55.699,-4.8117,9.8091,0.1212,4.4629e-6,8.4883,0.22716,1219.7,288.5,0.086638,3.944e-4,70.447,58.112,2.6814,0.50678,9479763,0,11.404,0.48903,0.48905,0.31179,0.030445,0.14679,0.015356,0.04049,3.0967e-4,0,0,0,0,4.0207e-4,0.014815,4.6,16.619,83.333,-154.72,7.0254,1.0301,780.59,331.92,0.01,0.434
8.1231,1901,166.92,-19.083,167.44,19.107,-105.72,-79.423,132.23,-143.09,13.228,0.9528,55.699,-4.8117,9.809,0.048428,7.9283e-6,8.6838,0.31437,1219.7,288.5,0.086638,3.944e-4,70.532,58.112,2.6999,0.5062,9467432,0,11.373,0.48893,0.48893,0.31181,0.030397,0.14672,0.0061046,0.01622,4.6081e-4,0,0,0,0,4.2179e-4,0.014799,4.6,16.619,83.41,-154.38,6.9741,1.0192,780.43,331.92,0.01,0.43441
8.1331,1902.6,166.73,-19.041,167.25,19.073,-105.83,-79.506,132.37,-143.08,13.218,1.0935,55.699,-4.8117,9.809,0.024913,5.7308e-6,-8.7196,0.11612,1219.7,288.5,0.086638,3.944e-4,70.557,58.112,2.7054,0.50562,9455121,0,11.342,0.48882,0.48882,0.31183,0.030349,0.14664,0.0031349,0.0087934,-7.4415e-5,0,0,0,0,-4.2627e-4,0.014783,4.6,16.619,83.488,-154.03,6.9229,1.0084,780.27,331.91,0.01,0.43488
8.1431,1904.3,166.54,-19.001,167.06,19.041,-105.93,-79.59,132.5,-143.08,13.207,1.2362,55.699,-4.8117,9.809,0.09706,4.1903e-6,-8.5653,-0.093927,1219.7,288.5,0.086638,3.944e-4,70.465,58.112,2.6853,0.50504,9442829,0,11.312,0.48872,0.48874,0.31185,0.030301,0.14657,0.012272,0.033617,-4.3682e-4,0,0,0,0,-4.1227e-4,0.014766,4.6,16.619,83.565,-153.68,6.8716,0.99753,780.11,331.9,0.01,0.4353
8.1531,1906,166.35,-18.961,166.87,19.011,-106.03,-79.673,132.63,-143.08,13.195,1.3862,55.699,-4.8117,9.809,0.17054,9.4848e-6,-8.2521,-0.13104,1219.7,288.5,0.086638,3.944e-4,70.372,58.112,2.6651,0.50446,9430627,0,11.282,0.48862,0.48866,0.31187,0.030253,0.1465,0.021667,0.057763,3.8375e-4,0,0,0,0,-3.8356e-4,0.01475,4.6,16.619,83.639,-153.33,6.8328,0.98671,779.95,331.9,0.01,0.43569
8.1631,1907.6,166.16,-18.92,166.68,18.984,-106.13,-79.756,132.76,-143.08,13.181,1.5506,55.699,-4.8117,9.809,0.24864,7.0291e-6,-7.7459,-0.14019,1219.7,288.5,0.086638,3.944e-4,70.274,58.112,2.6439,0.5039,9418600,0,11.253,0.48852,0.48861,0.31189,0.030207,0.14643,0.031751,0.084044,-2.1821e-4,0,0,0,0,-3.3872e-4,0.014734,4.6,16.619,83.71,-152.99,6.8215,0.97591,779.79,331.89,0.01,0.43608
8.1731,1909.3,165.97,-18.882,166.49,18.959,-106.24,-79.839,132.89,-143.07,13.166,1.7035,55.699,-4.8117,9.809,0.32029,7.7018e-6,-7.0695,-0.14951,1219.7,288.5,0.086638,3.944e-4,70.186,58.112,2.6246,0.50333,9406590,0,11.225,0.48842,0.48858,0.3119,0.03016,0.14636,0.041092,0.10794,4.5981e-4,0,0,0,0,-2.8279e-4,0.014718,4.6,16.619,83.775,-152.66,6.8102,0.96511,779.63,331.88,0.01,0.43651
8.1831,1910.9,165.78,-18.847,166.3,18.936,-106.34,-79.922,133.02,-143.07,13.15,1.8402,55.699,-4.8117,9.809,0.38384,5.4105e-6,-6.2393,-0.14905,1219.7,288.5,0.086638,3.944e-4,70.107,58.112,2.6075,0.50277,9394595,0,11.197,0.48832,0.48854,0.31192,0.030114,0.14629,0.049448,0.12879,-3.7574e-4,0,0,0,0,-2.2078e-4,0.014702,4.6,16.619,83.833,-152.36,6.7989,0.95433,779.47,331.88,0.01,0.43711
8.1931,1912.6,165.59,-18.813,166.11,18.915,-106.44,-80.005,133.16,-143.07,13.133,1.9567,55.699,-4.8117,9.809,0.43794,7.7255e-6,-5.2798,-0.15444,1219.7,288.5,0.086638,3.944e-4,70.04,58.112,2.593,0.5022,9382617,0,11.169,0.48823,0.48851,0.31194,0.030068,0.14622,0.056613,0.1466,2.8574e-4,0,0,0,0,-1.5846e-4,0.014685,4.6,16.619,83.884,-152.1,6.7876,0.94356,779.31,331.87,0.01,0.43768
8.2031,1914.2,165.41,-18.782,165.92,18.893,-106.54,-80.088,133.29,-143.07,13.115,2.0398,55.699,-4.8117,9.809,0.47738,7.3436e-6,-4.2058,-0.15579,1219.7,288.5,0.086638,3.944e-4,69.991,58.112,2.5823,0.50164,9370586,0,11.14,0.48813,0.48847,0.31196,0.030022,0.14615,0.061863,0.15996,-2.544e-4,0,0,0,0,-1.0078e-4,0.014669,4.6,16.619,83.925,-151.88,6.7643,0.9328,779.15,331.86,0.01,0.43809
8.2131,1915.9,165.22,-18.756,165.74,18.87,-106.64,-80.171,133.42,-143.07,13.096,2.0756,55.699,-4.8117,9.809,0.49663,6.6221e-6,-3.0744,-0.15414,1219.7,288.5,0.086638,3.944e-4,69.965,58.112,2.5767,0.50106,9358424,0,11.111,0.48803,0.48839,0.31198,0.029975,0.14607,0.064431,0.16607,-3.991e-4,0,0,0,0,-5.3976e-5,0.014653,4.6,16.619,83.956,-151.7,6.7149,0.92206,778.99,331.86,0.01,0.43849
8.2231,1917.6,165.03,-18.731,165.55,18.846,-106.75,-80.254,133.55,-143.06,13.078,2.0849,55.699,-4.8117,9.809,0.50425,6.4572e-6,-1.9188,-0.15485,1219.7,288.5,0.086638,3.944e-4,69.952,58.112,2.574,0.50049,9346279,0,11.081,0.48793,0.48831,0.312,0.029929,0.146,0.065443,0.16804,-1.5026e-4,0,0,0,0,-2.1073e-5,0.014637,4.6,16.619,83.977,-151.57,6.6655,0.91132,778.83,331.85,0.01,0.43888
8.2331,1919.2,164.84,-18.708,165.36,18.822,-106.85,-80.337,133.68,-143.06,13.059,2.0677,55.699,-4.8117,9.809,0.50024,6.8732e-6,-0.75817,-0.15713,1219.7,288.5,0.086638,3.944e-4,69.954,58.112,2.5742,0.49992,9334154,0,11.051,0.48783,0.4882,0.31201,0.029882,0.14593,0.064896,0.16745,-7.0966e-5,0,0,0,0,-3.2978e-6,0.014621,4.6,16.619,83.988,-151.5,6.6162,0.9006,778.67,331.84,0.01,0.43926
8.2431,1920.8,164.66,-18.687,165.17,18.796,-106.95,-80.42,133.81,-143.06,13.041,2.0248,55.699,-4.8117,9.809,0.48479,6.9706e-6,0.37198,-0.15646,1219.7,288.5,0.086638,3.944e-4,69.968,58.112,2.5773,0.49935,9322047,0,11.021,0.48773,0.48808,0.31203,0.029836,0.14586,0.062818,0.16236,-2.332e-4,0,0,0,0,7.9573e-7,0.014605,4.6,16.619,83.989,-151.48,6.5668,0.88989,778.51,331.84,0.01,0.43967
8.2531,1922.5,164.47,-18.668,164.98,18.771,-107.05,-80.503,133.94,-143.06,13.023,1.9661,55.699,-4.8117,9.809,0.46188,7.2529e-6,1.4575,-0.15713,1219.7,288.5,0.086638,3.944e-4,69.991,58.112,2.5823,0.49878,9.31e6,0,10.991,0.48763,0.48795,0.31205,0.02979,0.14579,0.059749,0.15379,1.8089e-4,0,0,0,0,1.2244e-5,0.014588,4.6,16.619,83.98,-151.51,6.5276,0.8792,778.35,331.83,0.01,0.44009
8.2631,1924.1,164.28,-18.649,164.8,18.745,-107.15,-80.586,134.07,-143.05,13.006,1.9031,55.699,-4.8117,9.809,0.43621,6.2218e-6,2.4853,-0.15782,1219.7,288.5,0.086638,3.944e-4,70.017,58.112,2.588,0.49822,9298130,0,10.961,0.48753,0.48782,0.31207,0.029745,0.14572,0.056325,0.14567,2.0623e-4,0,0,0,0,3.5685e-5,0.014572,4.6,16.619,83.962,-151.58,6.5106,0.86851,778.2,331.83,0.01,0.44051
8.2731,1925.8,164.1,-18.631,164.61,18.72,-107.25,-80.668,134.2,-143.05,12.989,1.8193,55.699,-4.8117,9.809,0.40086,7.6518e-6,3.446,-0.15481,1219.7,288.5,0.086638,3.944e-4,70.055,58.112,2.5963,0.49766,9286262,0,10.931,0.48744,0.48768,0.31209,0.0297,0.14565,0.051631,0.13357,1.8273e-4,0,0,0,0,6.876e-5,0.014556,4.6,16.619,83.935,-151.7,6.4937,0.85784,778.04,331.82,0.01,0.44148
8.2831,1927.4,163.91,-18.616,164.42,18.695,-107.35,-80.751,134.33,-143.05,12.973,1.7176,55.699,-4.8117,9.809,0.3567,6.7602e-6,4.3072,-0.15483,1219.7,288.5,0.086638,3.944e-4,70.104,58.112,2.6068,0.4971,9274413,0,10.901,0.48734,0.48753,0.3121,0.029655,0.14558,0.045801,0.11891,-3.1438e-4,0,0,0,0,1.0767e-4,0.01454,4.6,16.619,83.9,-151.86,6.4767,0.84718,777.88,331.81,0.01,0.44224
8.2931,1929.1,163.72,-18.602,164.24,18.671,-107.45,-80.833,134.46,-143.05,12.958,1.601,55.699,-4.8117,9.809,0.30484,7.532e-6,5.0635,-0.1512,1219.7,288.5,0.086638,3.944e-4,70.161,58.112,2.6194,0.49654,9262583,0,10.871,0.48724,0.48738,0.31212,0.02961,0.14551,0.039001,0.10215,-3.6944e-4,0,0,0,0,1.4914e-4,0.014524,4.6,16.619,83.858,-152.06,6.4597,0.83653,777.72,331.81,0.01,0.44274
8.3031,1930.7,163.54,-18.59,164.05,18.648,-107.55,-80.916,134.59,-143.04,12.943,1.4664,55.699,-4.8117,9.809,0.24355,7.1373e-6,5.6838,-0.14486,1219.7,288.5,0.086638,3.944e-4,70.231,58.112,2.6345,0.49598,9250723,0,10.841,0.48715,0.48724,0.31214,0.029565,0.14544,0.031027,0.081575,1.3534e-4,0,0,0,0,1.8835e-4,0.014508,4.6,16.619,83.81,-152.28,6.4343,0.8259,777.57,331.8,0.01,0.44315
8.3131,1932.3,163.35,-18.581,163.86,18.627,-107.65,-80.999,134.72,-143.04,12.93,1.3107,55.699,-4.8117,9.809,0.17094,7.4e-6,6.1564,-0.13593,1219.7,288.5,0.086638,3.944e-4,70.315,58.112,2.6527,0.49542,9238780,0,10.811,0.48705,0.4871,0.31216,0.02952,0.14537,0.021667,0.056904,-2.9793e-5,0,0,0,0,2.2148e-4,0.014492,4.6,16.619,83.757,-152.52,6.3905,0.81527,777.41,331.79,0.01,0.44355
8.3231,1934,163.17,-18.573,163.68,18.608,-107.75,-81.081,134.85,-143.04,12.919,1.1534,55.699,-4.8117,9.8089,0.095006,8.4728e-6,6.4573,-0.10646,1219.7,288.5,0.086638,3.944e-4,70.403,58.112,2.672,0.49485,9226855,0,10.781,0.48695,0.48697,0.31218,0.029475,0.1453,0.011978,0.031791,-3.2098e-4,0,0,0,0,2.4423e-4,0.014477,4.6,16.619,83.7,-152.77,6.3466,0.80466,777.25,331.79,0.01,0.44395
8.3331,1935.6,162.98,-18.565,163.49,18.592,-107.85,-81.164,134.98,-143.04,12.908,0.99913,55.699,-4.8117,9.8089,0.01747,5.8707e-6,6.5797,0.19073,1219.7,288.5,0.086638,3.944e-4,70.495,58.112,2.6919,0.49429,9214949,0,10.752,0.48686,0.48686,0.31219,0.02943,0.14524,0.0021906,0.0052833,-2.9692e-4,0,0,0,0,2.5417e-4,0.014461,4.6,16.619,83.641,-153.03,6.3028,0.79406,777.09,331.78,0.01,0.44434
8.3431,1937.2,162.8,-18.558,163.31,18.578,-107.95,-81.246,135.1,-143.03,12.899,0.85252,55.699,-4.8117,9.8089,0.059904,9.7183e-6,-6.5267,0.27657,1219.7,288.5,0.086638,3.944e-4,70.439,58.112,2.6798,0.49373,9203060,0,10.723,0.48676,0.48677,0.31221,0.029386,0.14517,0.0075325,0.020587,8.9729e-5,0,0,0,0,-2.5067e-4,0.014445,4.6,16.619,83.581,-153.28,6.2589,0.78347,776.94,331.77,0.01,0.44475
8.3531,1938.8,162.61,-18.552,163.12,18.566,-108.05,-81.328,135.23,-143.03,12.892,0.71201,55.699,-4.8117,9.8089,0.13846,6.5091e-6,-6.3044,0.22079,1219.7,288.5,0.086638,3.944e-4,70.34,58.112,2.6582,0.49316,9191139,0,10.695,0.48667,0.4867,0.31223,0.029341,0.1451,0.017501,0.046354,-3.8219e-4,0,0,0,0,-2.3443e-4,0.014429,4.6,16.619,83.523,-153.52,6.2061,0.7729,776.78,331.77,0.01,0.44516
8.3631,1940.5,162.42,-18.548,162.93,18.557,-108.14,-81.411,135.36,-143.03,12.885,0.58229,55.699,-4.8117,9.8089,0.22006,6.709e-6,-5.8998,0.20532,1219.7,288.5,0.086638,3.944e-4,70.238,58.112,2.6361,0.49259,9179128,0,10.667,0.48657,0.48664,0.31225,0.029296,0.14503,0.027965,0.07377,4.2193e-4,0,0,0,0,-2.0579e-4,0.014413,4.6,16.619,83.467,-153.75,6.1338,0.76233,776.62,331.76,0.01,0.44555
8.3731,1942.1,162.24,-18.543,162.75,18.55,-108.24,-81.493,135.49,-143.03,12.88,0.48978,55.699,-4.8117,9.8089,0.2962,4.17e-6,-5.3232,0.20076,1219.7,288.5,0.086638,3.944e-4,70.144,58.112,2.6156,0.49202,9167133,0,10.64,0.48647,0.4866,0.31226,0.029251,0.14496,0.03783,0.09945,4.4761e-4,0,0,0,0,-1.6792e-4,0.014398,4.6,16.619,83.416,-153.95,6.0615,0.75178,776.47,331.75,0.01,0.44595
8.3831,1943.7,162.05,-18.537,162.56,18.543,-108.34,-81.575,135.62,-143.02,12.876,0.44579,55.699,-4.8117,9.8089,0.36523,7.8385e-6,-4.5841,0.19103,1219.7,288.5,0.086638,3.944e-4,70.059,58.112,2.5971,0.49145,9155156,0,10.612,0.48638,0.48658,0.31228,0.029207,0.14489,0.046856,0.1223,3.1932e-4,0,0,0,0,-1.2482e-4,0.014382,4.6,16.619,83.371,-154.13,5.9892,0.74124,776.31,331.75,0.01,0.44634
8.3931,1945.3,161.87,-18.53,162.38,18.535,-108.44,-81.657,135.75,-143.02,12.874,0.4489,55.699,-4.8117,9.8089,0.42573,6.8446e-6,-3.7082,0.19032,1219.7,288.5,0.086638,3.944e-4,69.984,58.112,2.5809,0.49089,9143196,0,10.585,0.48628,0.48655,0.3123,0.029162,0.14482,0.054831,0.14182,4.5345e-4,0,0,0,0,-8.187e-5,0.014366,4.6,16.619,83.333,-154.27,5.9169,0.73071,776.16,331.74,0.01,0.44673
8.4031,1947,161.68,-18.518,162.19,18.524,-108.54,-81.739,135.88,-143.02,12.872,0.47285,55.699,-4.8117,9.8089,0.46656,7.6491e-6,-2.7169,0.18691,1219.7,288.5,0.086638,3.944e-4,69.934,58.112,2.5699,0.49033,9131406,0,10.558,0.48619,0.48651,0.31232,0.029118,0.14475,0.060246,0.15438,4.983e-4,0,0,0,0,-4.4051e-5,0.01435,4.6,16.619,83.303,-154.38,5.8728,0.7202,776,331.74,0.01,0.44712
8.4131,1948.6,161.5,-18.498,162.01,18.504,-108.64,-81.821,136.01,-143.02,12.87,0.47852,55.699,-4.8117,9.8089,0.47563,6.9233e-6,-1.687,0.18759,1219.7,288.5,0.086638,3.944e-4,69.92,58.112,2.5669,0.48979,9.12e6,0,10.531,0.48609,0.48643,0.31233,0.029076,0.14468,0.061446,0.15759,4.3297e-4,0,0,0,0,-1.7022e-5,0.014335,4.6,16.619,83.282,-154.44,5.8902,0.7097,775.84,331.73,0.01,0.44761
8.4231,1950.2,161.31,-18.475,161.83,18.481,-108.74,-81.903,136.13,-143.01,12.869,0.47531,55.699,-4.8117,9.8089,0.47422,7.1253e-6,-0.6477,0.18504,1219.7,288.5,0.086638,3.944e-4,69.918,58.112,2.5665,0.48925,9108544,0,10.504,0.486,0.48634,0.31235,0.029034,0.14462,0.061249,0.15736,-9.262e-5,0,0,0,0,-2.5149e-6,0.014319,4.6,16.619,83.271,-154.47,5.9075,0.6992,775.69,331.72,0.01,0.44821
8.4331,1951.8,161.13,-18.449,161.64,18.455,-108.84,-81.985,136.26,-143.01,12.867,0.46414,55.699,-4.8117,9.8089,0.4625,7.0025e-6,0.3706,0.18803,1219.7,288.5,0.086638,3.944e-4,69.929,58.112,2.5687,0.48871,9097139,0,10.476,0.48591,0.48623,0.31237,0.028992,0.14455,0.059681,0.1538,-3.4475e-4,0,0,0,0,8.2518e-7,0.014304,4.6,16.619,83.269,-154.46,5.9249,0.68873,775.53,331.72,0.01,0.44883
8.4431,1953.4,160.94,-18.421,161.46,18.426,-108.94,-82.067,136.39,-143.01,12.866,0.44884,55.699,-4.8117,9.8089,0.44089,6.8503e-6,1.3517,0.18531,1219.7,288.5,0.086638,3.944e-4,69.95,58.112,2.5735,0.48817,9085751,0,10.448,0.48582,0.48611,0.31239,0.02895,0.14449,0.056803,0.14659,6.225e-5,0,0,0,0,1.1001e-5,0.014288,4.6,16.619,83.276,-154.42,5.9423,0.67826,775.38,331.71,0.01,0.44943
8.4531,1955,160.76,-18.391,161.27,18.396,-109.04,-82.149,136.52,-143.01,12.863,0.43699,55.699,-4.8117,9.8089,0.41239,7.8615e-6,2.2732,0.18967,1219.7,288.5,0.086638,3.944e-4,69.98,58.112,2.58,0.48763,9074342,0,10.42,0.48573,0.48599,0.3124,0.028908,0.14442,0.053023,0.1369,2.2125e-4,0,0,0,0,3.1186e-5,0.014273,4.6,16.619,83.291,-154.34,5.9527,0.6678,775.22,331.7,0.01,0.44993
8.4631,1956.6,160.58,-18.36,161.09,18.365,-109.14,-82.231,136.65,-143,12.861,0.43445,55.699,-4.8117,9.8089,0.38054,8.0985e-6,3.1325,0.19023,1219.7,288.5,0.086638,3.944e-4,70.014,58.112,2.5874,0.48709,9062866,0,10.392,0.48564,0.48586,0.31242,0.028866,0.14436,0.048817,0.12583,5.6685e-5,0,0,0,0,5.9355e-5,0.014257,4.6,16.619,83.315,-154.22,5.9478,0.65736,775.07,331.7,0.01,0.45035
8.4731,1958.2,160.39,-18.328,160.91,18.333,-109.24,-82.313,136.78,-143,12.858,0.44654,55.699,-4.8117,9.8089,0.34081,6.7281e-6,3.9156,0.18805,1219.7,288.5,0.086638,3.944e-4,70.058,58.112,2.5969,0.48655,9051408,0,10.364,0.48555,0.48572,0.31244,0.028824,0.14429,0.043598,0.11331,3.5016e-4,0,0,0,0,9.2951e-5,0.014241,4.6,16.619,83.346,-154.07,5.943,0.64693,774.92,331.69,0.01,0.45076
8.4831,1959.8,160.21,-18.294,160.72,18.3,-109.33,-82.395,136.9,-143,12.854,0.47992,55.699,-4.8117,9.8089,0.29403,7.7724e-6,4.5963,0.18907,1219.7,288.5,0.086638,3.944e-4,70.11,58.112,2.6082,0.486,9.04e6,0,10.336,0.48546,0.48559,0.31245,0.028782,0.14422,0.037491,0.097559,-2.5077e-4,0,0,0,0,1.2837e-4,0.014226,4.6,16.619,83.383,-153.9,5.9381,0.63651,774.76,331.68,0.01,0.45116
8.4931,1961.4,160.03,-18.259,160.54,18.267,-109.43,-82.476,137.03,-143,12.849,0.53663,55.699,-4.8117,9.8089,0.24133,7.0669e-6,5.1727,0.18838,1219.7,288.5,0.086638,3.944e-4,70.169,58.112,2.6211,0.48546,9028544,0,10.308,0.48537,0.48546,0.31247,0.02874,0.14416,0.030658,0.079958,9.143e-5,0,0,0,0,1.6295e-4,0.01421,4.6,16.619,83.427,-153.69,5.9333,0.6261,774.61,331.68,0.01,0.45154
8.5031,1963,159.84,-18.225,160.36,18.235,-109.53,-82.558,137.16,-142.99,12.843,0.60536,55.699,-4.8117,9.8089,0.18954,7.0174e-6,5.6302,0.19241,1219.7,288.5,0.086638,3.944e-4,70.228,58.112,2.6339,0.48492,9017050,0,10.281,0.48528,0.48533,0.31249,0.028698,0.14409,0.023991,0.063032,-3.7437e-4,0,0,0,0,1.9349e-4,0.014195,4.6,16.619,83.474,-153.47,5.9124,0.6157,774.45,331.67,0.01,0.45193
8.5131,1964.6,159.66,-18.193,160.18,18.205,-109.63,-82.64,137.29,-142.99,12.837,0.6677,55.699,-4.8117,9.8089,0.14635,8.5981e-6,5.995,0.19652,1219.7,288.5,0.086638,3.944e-4,70.277,58.112,2.6445,0.48436,9005381,0,10.253,0.48519,0.48522,0.3125,0.028656,0.14403,0.018467,0.048406,-3.7375e-5,0,0,0,0,2.1989e-4,0.014179,4.6,16.619,83.525,-153.22,5.8567,0.60532,774.3,331.67,0.01,0.4523
8.5231,1966.2,159.48,-18.16,160,18.175,-109.73,-82.721,137.42,-142.99,12.83,0.73842,55.699,-4.8118,9.8088,0.10041,6.4024e-6,6.2551,0.19976,1219.7,288.5,0.086638,3.944e-4,70.33,58.112,2.6559,0.48381,8993729,0,10.225,0.48509,0.48511,0.31252,0.028613,0.14396,0.012629,0.033739,-1.6288e-4,0,0,0,0,2.3994e-4,0.014164,4.6,16.619,83.579,-152.96,5.801,0.59495,774.15,331.66,0.01,0.45269
8.5331,1967.8,159.3,-18.128,159.81,18.147,-109.83,-82.803,137.55,-142.99,12.822,0.81496,55.699,-4.8118,9.8088,0.052746,4.6487e-6,6.4169,0.21921,1219.7,288.5,0.086638,3.944e-4,70.384,58.112,2.6679,0.48325,8982095,0,10.197,0.485,0.48501,0.31254,0.028571,0.14389,0.0066115,0.017852,1.3053e-5,0,0,0,0,2.5311e-4,0.014149,4.6,16.619,83.635,-152.68,5.7453,0.58459,773.99,331.65,0.01,0.45306
8.5431,1969.4,159.12,-18.097,159.63,18.119,-109.93,-82.884,137.67,-142.98,12.814,0.89486,55.699,-4.8118,9.8088,0.0043166,8.8786e-6,6.4533,0.59668,1219.7,288.5,0.086638,3.944e-4,70.441,58.112,2.6801,0.4827,8970478,0,10.17,0.48491,0.48491,0.31256,0.028529,0.14383,5.3919e-4,7.453e-4,-8.5625e-5,0,0,0,0,2.5658e-4,0.014133,4.6,16.619,83.691,-152.4,5.6896,0.57424,773.84,331.65,0.01,0.45346
